chrom	chromStart	chromEnd	name	length	cpgNum	gcNum	perCpg	perGc	obsExp
chr5	1296635	1296950	CpG: 23	315	23	212	14.6	67.3	0.65
chr5	1298901	1299927	CpG: 86	1026	86	719	16.8	70.1	0.68
chr5	1306737	1306951	CpG: 16	214	16	152	15	71	0.6
chr5	1309968	1310222	CpG: 21	254	21	175	16.5	68.9	0.71
chr5	1323778	1324101	CpG: 26	323	26	208	16.1	64.4	0.78
chr5	1330467	1330713	CpG: 18	246	18	154	14.6	62.6	0.75
chr5	1335649	1336244	CpG: 37	595	37	386	12.4	64.9	0.65
chr5	1339098	1339355	CpG: 21	257	21	161	16.3	62.6	0.84
chr5	1342275	1348970	CpG: 469	6695	469	4111	14	61.4	0.75
chr5	1388077	1388280	CpG: 18	203	18	139	17.7	68.5	0.77
chr5	1392662	1393082	CpG: 27	420	27	259	12.9	61.7	0.68
chr5	1397545	1398469	CpG: 96	924	96	559	20.8	60.5	1.14
chr5	1438978	1439862	CpG: 72	884	72	603	16.3	68.2	0.7
chr5	1469792	1470004	CpG: 16	212	16	122	15.1	57.5	1.03
chr5	1497259	1497463	CpG: 14	204	14	126	13.7	61.8	0.72
chr5	1497678	1499648	CpG: 206	1970	206	1347	20.9	68.4	0.9
chr5	1516343	1516851	CpG: 45	508	45	333	17.7	65.6	0.83
chr5	1519074	1519457	CpG: 28	383	28	239	14.6	62.4	0.75
chr5	1519790	1520000	CpG: 18	210	18	138	17.1	65.7	0.82
chr5	1520831	1521263	CpG: 32	432	32	296	14.8	68.5	0.65
chr5	1536763	1537069	CpG: 22	306	22	174	14.4	56.9	0.89
chr5	1542799	1543071	CpG: 19	272	19	156	14	57.4	0.86
chr5	1547853	1548287	CpG: 44	434	44	297	20.3	68.4	0.87
chr5	1576025	1577588	CpG: 146	1563	146	985	18.7	63	0.94
chr5	1606035	1606269	CpG: 18	234	18	157	15.4	67.1	0.68
chr5	1647238	1648027	CpG: 76	789	76	510	19.3	64.6	0.92
chr5	1686901	1687224	CpG: 38	323	38	240	23.5	74.3	0.86
chr5	1698124	1698712	CpG: 47	588	47	385	16	65.5	0.75
chr5	1706980	1707268	CpG: 33	288	33	215	22.9	74.7	0.82
chr5	1716730	1717340	CpG: 67	610	67	472	22	77.4	0.9
chr5	1720187	1721081	CpG: 83	894	83	559	18.6	62.5	0.95
chr5	1755285	1755578	CpG: 22	293	22	166	15	56.7	0.95
chr5	1778183	1778420	CpG: 20	237	20	160	16.9	67.5	0.74
chr5	1778986	1779327	CpG: 26	341	26	216	15.2	63.3	0.76
chr5	1782073	1782282	CpG: 24	209	24	139	23	66.5	1.06
chr5	1782774	1783007	CpG: 23	233	23	172	19.7	73.8	0.75
chr5	1798534	1798851	CpG: 23	317	23	195	14.5	61.5	0.77
chr5	1799369	1800050	CpG: 49	681	49	444	14.4	65.2	0.68
chr5	1822314	1822695	CpG: 32	381	32	268	16.8	70.3	0.68
chr5	1852461	1854905	CpG: 188	2444	188	1442	15.4	59	0.89
chr5	1904342	1904564	CpG: 17	222	17	148	15.3	66.7	0.7
chr5	1909773	1911444	CpG: 125	1671	125	1101	15	65.9	0.7
chr5	1927907	1932032	CpG: 306	4125	306	2578	14.8	62.5	0.76
chr5	1932689	1932928	CpG: 25	239	25	155	20.9	64.9	1.01
chr5	1934924	1940743	CpG: 470	5819	470	3654	16.2	62.8	0.82
chr5	1983754	1984986	CpG: 110	1232	110	890	17.9	72.2	0.69
chr5	2001994	2002227	CpG: 19	233	19	153	16.3	65.7	0.76
chr5	2003624	2003922	CpG: 23	298	23	193	15.4	64.8	0.75
chr5	2060315	2060879	CpG: 38	564	38	360	13.5	63.8	0.66
chr5	2061187	2061428	CpG: 20	241	20	156	16.6	64.7	0.81
chr5	2091527	2091949	CpG: 45	422	45	295	21.3	69.9	0.88
chr5	2164836	2165484	CpG: 50	648	50	390	15.4	60.2	0.87
chr5	2189797	2190305	CpG: 46	508	46	344	18.1	67.7	0.96
chr5	2233251	2233467	CpG: 18	216	18	154	16.7	71.3	0.7
chr5	2617497	2617752	CpG: 27	255	27	175	21.2	68.6	0.97
chr5	2696105	2696309	CpG: 19	204	19	141	18.6	69.1	0.78
chr5	2791953	2794237	CpG: 196	2284	196	1585	17.2	69.4	0.71
chr5	2801368	2810024	CpG: 648	8656	648	4969	15	57.4	0.91
chr5	2919699	2920005	CpG: 23	306	23	173	15	56.5	0.94
chr5	3241099	3241375	CpG: 22	276	22	167	15.9	60.5	0.88
chr5	3358587	3359010	CpG: 35	423	35	282	16.5	66.7	0.77
chr5	3377644	3377973	CpG: 24	329	24	227	14.6	69	0.62
chr5	3379328	3379645	CpG: 26	317	26	181	16.4	57.1	1.01
chr5	3588630	3589355	CpG: 62	725	62	492	17.1	67.9	0.74
chr5	3643644	3645000	CpG: 112	1356	112	843	16.5	62.2	0.86
chr5	3645391	3645644	CpG: 21	253	21	177	16.6	70	0.68
chr5	3647467	3656054	CpG: 584	8587	584	4912	13.6	57.2	0.83
chr5	3659488	3660135	CpG: 56	647	56	423	17.3	65.4	0.81
chr5	3907536	3907796	CpG: 22	260	22	170	16.9	65.4	0.79
chr5	4015286	4015512	CpG: 17	226	17	129	15	57.1	0.93
chr5	4919317	4919630	CpG: 39	313	39	205	24.9	65.5	1.21
chr5	5192441	5193941	CpG: 140	1500	140	920	18.7	61.3	1
chr5	5356263	5356489	CpG: 18	226	18	150	15.9	66.4	0.72
chr5	5475125	5476251	CpG: 104	1126	104	713	18.5	63.3	0.92
chr5	5548161	5548377	CpG: 17	216	17	148	15.7	68.5	0.7
chr5	5940062	5940528	CpG: 39	466	39	322	16.7	69.1	0.7
chr5	6431291	6431846	CpG: 53	555	53	386	19.1	69.5	0.79
chr5	6501753	6502629	CpG: 67	876	67	458	15.3	52.3	1.13
chr5	6635882	6636807	CpG: 94	925	94	637	20.3	68.9	0.86
chr5	6685740	6687162	CpG: 156	1422	156	1015	21.9	71.4	0.88
chr5	6765315	6767900	CpG: 224	2585	224	1303	17.3	50.4	1.37
chr5	6790704	6791004	CpG: 21	300	21	166	14	55.3	0.92
chr5	6808104	6808387	CpG: 26	283	26	171	18.4	60.4	1.01
chr5	6876065	6876277	CpG: 16	212	16	147	15.1	69.3	0.64
chr5	7342733	7343153	CpG: 49	420	49	307	23.3	73.1	0.89
chr5	7447986	7450022	CpG: 154	2036	154	1234	15.1	60.6	0.82
chr5	7902945	7903439	CpG: 35	494	35	339	14.2	68.6	0.64
chr5	7903957	7904413	CpG: 54	456	54	333	23.7	73	0.9
chr5	7921863	7922840	CpG: 116	977	116	698	23.7	71.4	0.94
chr5	8510432	8511273	CpG: 88	841	88	587	20.9	69.8	0.86
chr5	9597692	9599715	CpG: 179	2023	179	1368	17.7	67.6	0.77
chr5	10302760	10304000	CpG: 103	1240	103	746	16.6	60.2	0.92
chr5	10360520	10360913	CpG: 42	393	42	259	21.4	65.9	1.01
chr5	10386222	10387101	CpG: 87	879	87	598	19.8	68	0.87
chr5	10406400	10407512	CpG: 119	1112	119	709	21.4	63.8	1.07
chr5	10494605	10495512	CpG: 97	907	97	624	21.4	68.8	0.91
chr5	10615816	10618680	CpG: 253	2864	253	1873	17.7	65.4	0.83
chr5	10702367	10703352	CpG: 97	985	97	659	19.7	66.9	0.89
chr5	10813836	10814925	CpG: 119	1089	119	682	21.9	62.6	1.13
chr5	11437681	11438521	CpG: 70	840	70	462	16.7	55	1.12
chr5	11956550	11957703	CpG: 121	1153	121	710	21	61.6	1.11
chr5	12847972	12848647	CpG: 51	675	51	458	15.1	67.9	0.67
chr5	13863126	13863333	CpG: 26	207	26	153	25.1	73.9	0.93
chr5	14064619	14065041	CpG: 48	422	48	296	22.7	70.1	0.94
chr5	14196017	14198350	CpG: 234	2333	234	1470	20.1	63	1.01
chr5	14514130	14514463	CpG: 39	333	39	239	23.4	71.8	0.91
chr5	14540930	14541536	CpG: 65	606	65	442	21.5	72.9	0.83
chr5	14634497	14635569	CpG: 113	1072	113	743	21.1	69.3	0.88
chr5	14717247	14717989	CpG: 93	742	93	531	25.1	71.6	0.99
chr5	14924391	14924611	CpG: 21	220	21	152	19.1	69.1	0.81
chr5	14925206	14925572	CpG: 46	366	46	289	25.1	79	0.88
chr5	15553076	15553923	CpG: 98	847	98	585	23.1	69.1	0.97
chr5	15981088	15981518	CpG: 34	430	34	288	15.8	67	0.73
chr5	15989641	15990316	CpG: 60	675	60	427	17.8	63.3	0.89
chr5	16232064	16233420	CpG: 134	1356	134	755	19.8	55.7	1.28
chr5	16518238	16519460	CpG: 105	1222	105	785	17.2	64.2	0.84
chr5	16669509	16670428	CpG: 72	919	72	531	15.7	57.8	0.94
chr5	16754071	16754775	CpG: 54	704	54	447	15.3	63.5	0.76
chr5	16988555	16989408	CpG: 90	853	90	564	21.1	66.1	0.97
chr5	16989753	16989957	CpG: 17	204	17	116	16.7	56.9	1.05
chr5	17269489	17270036	CpG: 50	547	50	344	18.3	62.9	0.94
chr5	17270788	17272021	CpG: 88	1233	88	718	14.3	58.2	0.85
chr5	17328369	17328638	CpG: 29	269	29	192	21.6	71.4	0.9
chr5	17328782	17328998	CpG: 15	216	15	146	13.9	67.6	0.63
chr5	17407400	17407738	CpG: 32	338	32	220	18.9	65.1	0.98
chr5	17544457	17544873	CpG: 30	416	30	274	14.4	65.9	0.67
chr5	17688001	17688472	CpG: 34	471	34	316	14.4	67.1	0.65
chr5	20341319	20341693	CpG: 45	374	45	253	24.1	67.6	1.06
chr5	21495226	21495609	CpG: 38	383	38	257	19.8	67.1	0.89
chr5	25226260	25226870	CpG: 68	610	68	430	22.3	70.5	0.9
chr5	25945099	25945408	CpG: 29	309	29	201	18.8	65	0.89
chr5	26705305	26705661	CpG: 28	356	28	236	15.7	66.3	0.72
chr5	28845157	28846277	CpG: 76	1120	76	745	13.6	66.5	0.61
chr5	28963362	28964394	CpG: 93	1032	93	734	18	71.1	0.72
chr5	31229709	31230176	CpG: 37	467	37	275	15.8	58.9	0.92
chr5	31567867	31568294	CpG: 42	427	42	269	19.7	63	0.99
chr5	31674810	31675861	CpG: 98	1051	98	686	18.6	65.3	0.88
chr5	31890760	31891183	CpG: 34	423	34	285	16.1	67.4	0.71
chr5	32209355	32210594	CpG: 129	1239	129	804	20.8	64.9	0.99
chr5	32348095	32349226	CpG: 109	1131	109	756	19.3	66.8	0.88
chr5	32479510	32480680	CpG: 95	1170	95	716	16.2	61.2	0.87
chr5	32621360	32622122	CpG: 89	762	89	547	23.4	71.8	0.91
chr5	32745667	32750207	CpG: 298	4540	298	2583	13.1	56.9	0.81
chr5	33476392	33477122	CpG: 55	730	55	444	15.1	60.8	0.82
chr5	33537811	33538120	CpG: 25	309	25	223	16.2	72.2	0.62
chr5	33927948	33928160	CpG: 25	212	25	164	23.6	77.4	0.82
chr5	33971925	33974066	CpG: 166	2141	166	1340	15.5	62.6	0.79
chr5	34043553	34043862	CpG: 40	309	40	228	25.9	73.8	0.96
chr5	34691880	34693087	CpG: 118	1207	118	828	19.6	68.6	0.84
chr5	34874678	34875381	CpG: 69	703	69	456	19.6	64.9	0.94
chr5	34951050	34951997	CpG: 83	947	83	594	17.5	62.7	0.89
chr5	34965158	34966198	CpG: 84	1040	84	610	16.2	58.7	0.99
chr5	35653612	35654096	CpG: 38	484	38	319	15.7	65.9	0.72
chr5	36187254	36188136	CpG: 85	882	85	568	19.3	64.4	0.93
chr5	36276760	36278421	CpG: 132	1661	132	1002	15.9	60.3	0.87
chr5	36725964	36726415	CpG: 45	451	45	316	20	70.1	0.83
chr5	36781088	36781339	CpG: 17	251	17	159	13.5	63.3	0.7
chr5	36911684	36913417	CpG: 157	1733	157	1069	18.1	61.7	0.95
chr5	37244829	37245218	CpG: 28	389	28	245	14.4	63	0.73
chr5	37284740	37285540	CpG: 92	800	92	583	23	72.9	0.87
chr5	37406703	37407009	CpG: 29	306	29	178	19	58.2	1.12
chr5	37415023	37415413	CpG: 38	390	38	262	19.5	67.2	0.87
chr5	37870428	37870885	CpG: 46	457	46	308	20.1	67.4	0.89
chr5	37872504	37876483	CpG: 308	3979	308	2499	15.5	62.8	0.79
chr5	38293582	38294893	CpG: 108	1311	108	889	16.5	67.8	0.74
chr5	38591979	38593320	CpG: 121	1341	121	759	18	56.6	1.13
chr5	38881259	38882233	CpG: 100	974	100	649	20.5	66.6	0.93
chr5	39109638	39110993	CpG: 112	1355	112	801	16.5	59.1	0.95
chr5	39460649	39461077	CpG: 39	428	39	275	18.2	64.3	0.88
chr5	39757305	39757592	CpG: 29	287	29	204	20.2	71.1	0.81
chr5	40715259	40717838	CpG: 187	2579	187	1524	14.5	59.1	0.83
chr5	40791294	40792175	CpG: 77	881	77	548	17.5	62.2	0.91
chr5	40833408	40834699	CpG: 108	1291	108	797	16.7	61.7	0.89
chr5	40870998	40871630	CpG: 53	632	53	354	16.8	56	1.07
chr5	41545540	41545923	CpG: 26	383	26	215	13.6	56.1	0.87
chr5	41546081	41546408	CpG: 28	327	28	210	17.1	64.2	0.83
chr5	41905420	41906633	CpG: 104	1213	104	804	17.1	66.3	0.78
chr5	41939789	41940386	CpG: 44	597	44	387	14.7	64.8	0.71
chr5	41961046	41961473	CpG: 53	427	53	318	24.8	74.5	0.9
chr5	42459287	42459497	CpG: 20	210	20	137	19	65.2	0.9
chr5	42460095	42460804	CpG: 60	709	60	435	16.9	61.4	0.95
chr5	42959971	42960427	CpG: 47	456	47	311	20.6	68.2	0.89
chr5	42980023	42980339	CpG: 25	316	25	200	15.8	63.3	0.79
chr5	42986833	42988167	CpG: 105	1334	105	812	15.7	60.9	0.85
chr5	43027790	43028712	CpG: 76	922	76	552	16.5	59.9	0.92
chr5	43030383	43030693	CpG: 27	310	27	171	17.4	55.2	1.15
chr5	43030879	43031172	CpG: 21	293	21	149	14.3	50.9	1.11
chr5	43036100	43036548	CpG: 34	448	34	284	15.2	63.4	0.76
chr5	43053725	43054425	CpG: 67	700	67	426	19.1	60.9	1.04
chr5	43073016	43073277	CpG: 22	261	22	145	16.9	55.6	1.09
chr5	43076102	43076390	CpG: 23	288	23	148	16	51.4	1.21
chr5	43076602	43076918	CpG: 24	316	24	180	15.2	57	0.94
chr5	43077864	43079234	CpG: 124	1370	124	832	18.1	60.7	0.98
chr5	43102155	43102768	CpG: 66	613	66	393	21.5	64.1	1.05
chr5	43156683	43157762	CpG: 116	1079	116	745	21.5	69	0.92
chr5	43227731	43228912	CpG: 90	1181	90	711	15.2	60.2	0.85
chr5	43348948	43349681	CpG: 68	733	68	484	18.6	66	0.85
chr5	43432654	43433121	CpG: 51	467	51	305	21.8	65.3	1.04
chr5	43519276	43520312	CpG: 88	1036	88	661	17	63.8	0.84
chr5	43550890	43551106	CpG: 17	216	17	135	15.7	62.5	0.82
chr5	43592176	43593360	CpG: 139	1184	139	862	23.5	72.8	0.89
chr5	43638734	43639407	CpG: 67	673	67	473	19.9	70.3	0.84
chr5	44844804	44845449	CpG: 70	645	70	403	21.7	62.5	1.11
chr5	45731151	45732267	CpG: 98	1116	98	673	17.6	60.3	0.97
chr5	49772364	49773057	CpG: 79	693	79	499	22.8	72	0.89
chr5	49998024	49999534	CpG: 138	1510	138	988	18.3	65.4	0.86
chr5	50300842	50301494	CpG: 53	652	53	425	16.3	65.2	0.77
chr5	50714389	50715132	CpG: 79	743	79	488	21.3	65.7	0.99
chr5	50719042	50719372	CpG: 28	330	28	214	17	64.8	0.81
chr5	50721210	50721905	CpG: 53	695	53	452	15.3	65	0.72
chr5	50730741	50731109	CpG: 42	368	42	231	22.8	62.8	1.16
chr5	52119703	52120044	CpG: 34	341	34	233	19.9	68.3	0.85
chr5	52131568	52131782	CpG: 29	214	29	146	27.1	68.2	1.17
chr5	52320472	52321246	CpG: 62	774	62	488	16	63	0.81
chr5	52441026	52441524	CpG: 46	498	46	326	18.5	65.5	0.86
chr5	52811290	52812402	CpG: 92	1112	92	622	16.5	55.9	1.07
chr5	52813545	52813753	CpG: 26	208	26	149	25	71.6	1
chr5	52892422	52892627	CpG: 16	205	16	128	15.6	62.4	0.9
chr5	53641689	53642555	CpG: 67	866	67	547	15.5	63.2	0.78
chr5	53849136	53851063	CpG: 193	1927	193	1253	20	65	0.95
chr5	54215120	54215928	CpG: 76	808	76	542	18.8	67.1	0.84
chr5	54504540	54505081	CpG: 43	541	43	303	15.9	56	1.02
chr5	54552024	54552676	CpG: 60	652	60	436	18.4	66.9	0.82
chr5	54554811	54555385	CpG: 54	574	54	376	18.8	65.5	0.88
chr5	54558059	54559290	CpG: 122	1231	122	810	19.8	65.8	0.92
chr5	54559433	54559658	CpG: 18	225	18	131	16	58.2	1.01
chr5	54563076	54563517	CpG: 38	441	38	303	17.2	68.7	0.73
chr5	54563852	54564161	CpG: 25	309	25	203	16.2	65.7	0.78
chr5	54564571	54565920	CpG: 136	1349	136	909	20.2	67.4	0.89
chr5	54638966	54639661	CpG: 60	695	60	421	17.3	60.6	0.94
chr5	54862367	54862583	CpG: 23	216	23	148	21.3	68.5	0.95
chr5	54865905	54866877	CpG: 115	972	115	714	23.7	73.5	0.88
chr5	55043593	55044125	CpG: 48	532	48	343	18	64.5	0.88
chr5	55069451	55069750	CpG: 30	299	30	190	20.1	63.5	1.01
chr5	55153330	55153723	CpG: 45	393	45	286	22.9	72.8	0.87
chr5	55326092	55327146	CpG: 107	1054	107	720	20.3	68.3	0.87
chr5	55812361	55812990	CpG: 51	629	51	393	16.2	62.5	0.83
chr5	56146062	56146292	CpG: 20	230	20	146	17.4	63.5	0.86
chr5	56146482	56148666	CpG: 227	2184	227	1396	20.8	63.9	1.03
chr5	56240719	56242101	CpG: 118	1382	118	890	17.1	64.4	0.84
chr5	56282292	56284108	CpG: 144	1816	144	1070	15.9	58.9	0.93
chr5	56504775	56506278	CpG: 139	1503	139	978	18.5	65.1	0.87
chr5	57791091	57792560	CpG: 165	1469	165	1030	22.5	70.1	0.91
chr5	57914482	57914934	CpG: 37	452	37	276	16.4	61.1	0.89
chr5	58370593	58371638	CpG: 120	1045	120	737	23	70.5	0.93
chr5	59224803	59225651	CpG: 68	848	68	472	16	55.7	1.04
chr5	60031131	60032088	CpG: 87	957	87	618	18.2	64.6	0.87
chr5	60075344	60075592	CpG: 16	248	16	154	12.9	62.1	0.68
chr5	60175116	60175912	CpG: 92	796	92	585	23.1	73.5	0.86
chr5	60276536	60277247	CpG: 56	711	56	439	15.8	61.7	0.83
chr5	60493597	60494411	CpG: 73	814	73	540	17.9	66.3	0.82
chr5	60662262	60665566	CpG: 333	3304	333	2048	20.2	62	1.05
chr5	60957291	60958229	CpG: 80	938	80	676	17.1	72.1	0.66
chr5	61637374	61638687	CpG: 136	1313	136	851	20.7	64.8	0.99
chr5	61735107	61735634	CpG: 57	527	57	372	21.6	70.6	0.88
chr5	61744151	61744813	CpG: 63	662	63	428	19	64.7	0.93
chr5	63290800	63291163	CpG: 32	363	32	231	17.6	63.6	0.88
chr5	63292304	63293642	CpG: 100	1338	100	827	14.9	61.8	0.78
chr5	63497204	63497862	CpG: 85	658	85	475	25.8	72.2	1
chr5	63837537	63838361	CpG: 67	824	67	513	16.3	62.3	0.84
chr5	64021945	64022730	CpG: 78	785	78	557	19.9	71	0.79
chr5	64099999	64100294	CpG: 25	295	25	183	16.9	62	0.89
chr5	64366988	64367551	CpG: 57	563	57	385	20.2	68.4	0.87
chr5	64434455	64434972	CpG: 44	517	44	312	17	60.3	0.94
chr5	64894531	64895039	CpG: 43	508	43	298	16.9	58.7	0.99
chr5	64955670	64956044	CpG: 30	374	30	241	16	64.4	0.78
chr5	65053359	65054268	CpG: 90	909	90	614	19.8	67.5	0.88
chr5	65256515	65258172	CpG: 156	1657	156	979	18.8	59.1	1.08
chr5	65475592	65476520	CpG: 100	928	100	588	21.6	63.4	1.08
chr5	65927633	65929295	CpG: 147	1662	147	1104	17.7	66.4	0.8
chr5	66335524	66335839	CpG: 36	315	36	219	22.9	69.5	0.95
chr5	66494791	66495351	CpG: 48	560	48	378	17.1	67.5	0.76
chr5	67546628	67548142	CpG: 144	1514	144	981	19	64.8	0.91
chr5	67619969	67620207	CpG: 26	238	26	150	21.8	63	1.1
chr5	68425433	68426090	CpG: 74	657	74	450	22.5	68.5	0.96
chr5	68498431	68498970	CpG: 44	539	44	358	16.3	66.4	0.74
chr5	68520971	68521333	CpG: 34	362	34	229	18.8	63.3	0.94
chr5	68549270	68549956	CpG: 68	686	68	458	19.8	66.8	0.9
chr5	68566353	68566757	CpG: 35	404	35	257	17.3	63.6	0.88
chr5	68664178	68664495	CpG: 35	317	35	227	22.1	71.6	0.9
chr5	68700843	68701622	CpG: 76	779	76	528	19.5	67.8	0.86
chr5	68746563	68747276	CpG: 76	713	76	464	21.3	65.1	1.01
chr5	68823907	68825579	CpG: 164	1672	164	1135	19.6	67.9	0.85
chr5	68891565	68891917	CpG: 39	352	39	234	22.2	66.5	1.01
chr5	69356780	69357290	CpG: 61	510	61	369	23.9	72.4	0.93
chr5	69381122	69381577	CpG: 43	455	43	286	18.9	62.9	0.96
chr5	69746712	69747064	CpG: 39	352	39	235	22.2	66.8	1
chr5	70232198	70232708	CpG: 61	510	61	369	23.9	72.4	0.93
chr5	70256540	70256995	CpG: 43	455	43	286	18.9	62.9	0.96
chr5	70399145	70399497	CpG: 39	352	39	235	22.2	66.8	1
chr5	70787157	70787643	CpG: 42	486	42	326	17.3	67.1	0.78
chr5	70918692	70919169	CpG: 49	477	49	339	20.5	71.1	0.81
chr5	71050673	71051471	CpG: 63	798	63	526	15.8	65.9	0.74
chr5	71438633	71440624	CpG: 165	1991	165	1294	16.6	65	0.79
chr5	71639572	71640157	CpG: 66	585	66	415	22.6	70.9	0.91
chr5	71651763	71652101	CpG: 31	338	31	212	18.3	62.7	0.93
chr5	71749023	71749615	CpG: 47	592	47	385	15.9	65	0.75
chr5	71791962	71792513	CpG: 39	551	39	359	14.2	65.2	0.67
chr5	72147913	72148862	CpG: 110	949	110	676	23.2	71.2	0.91
chr5	72179665	72180578	CpG: 92	913	92	603	20.2	66	0.93
chr5	72286938	72288269	CpG: 120	1331	120	832	18	62.5	0.92
chr5	72451367	72452522	CpG: 110	1155	110	755	19	65.4	0.89
chr5	72547476	72548198	CpG: 62	722	62	471	17.2	65.2	0.81
chr5	72561959	72562253	CpG: 27	294	27	210	18.4	71.4	0.73
chr5	72564855	72565732	CpG: 76	877	76	576	17.3	65.7	0.8
chr5	72629903	72631564	CpG: 139	1661	139	973	16.7	58.6	0.98
chr5	72634714	72635412	CpG: 72	698	72	485	20.6	69.5	0.86
chr5	72711876	72714177	CpG: 193	2301	193	1473	16.8	64	0.82
chr5	72751163	72751753	CpG: 63	590	63	375	21.4	63.6	1.07
chr5	72767577	72767817	CpG: 19	240	19	151	15.8	62.9	0.85
chr5	72768121	72769488	CpG: 132	1367	132	874	19.3	63.9	0.95
chr5	72775807	72776556	CpG: 62	749	62	460	16.6	61.4	0.89
chr5	72782745	72783343	CpG: 66	598	66	425	22.1	71.1	0.88
chr5	72829796	72830397	CpG: 55	601	55	399	18.3	66.4	0.83
chr5	72896715	72897366	CpG: 56	651	56	388	17.2	59.6	0.98
chr5	72957349	72958283	CpG: 89	934	89	597	19.1	63.9	0.94
chr5	73971481	73973307	CpG: 160	1826	160	1161	17.5	63.6	0.87
chr5	74016669	74017277	CpG: 65	608	65	443	21.4	72.9	0.81
chr5	74098322	74098981	CpG: 56	659	56	395	17	59.9	0.95
chr5	74197292	74198472	CpG: 148	1180	148	841	25.1	71.3	0.99
chr5	74366492	74366710	CpG: 20	218	20	138	18.3	63.3	0.94
chr5	74383997	74385437	CpG: 189	1440	189	1058	26.2	73.5	0.97
chr5	74385556	74385995	CpG: 30	439	30	245	13.7	55.8	0.88
chr5	74568382	74568655	CpG: 41	273	41	204	30	74.7	1.08
chr5	74668232	74669429	CpG: 102	1197	102	773	17	64.6	0.83
chr5	74842337	74843730	CpG: 114	1393	114	841	16.4	60.4	0.9
chr5	74943042	74943526	CpG: 35	484	35	283	14.5	58.5	0.86
chr5	75048718	75049271	CpG: 41	553	41	344	14.8	62.2	0.77
chr5	75413654	75413945	CpG: 30	291	30	200	20.6	68.7	0.88
chr5	75414730	75416552	CpG: 148	1822	148	1142	16.2	62.7	0.84
chr5	75502360	75502673	CpG: 42	313	42	221	26.8	70.6	1.1
chr5	75505724	75505929	CpG: 23	205	23	131	22.4	63.9	1.13
chr5	75734515	75735916	CpG: 126	1401	126	916	18	65.4	0.84
chr5	76046876	76048048	CpG: 109	1172	109	736	18.6	62.8	0.95
chr5	76150318	76150800	CpG: 52	482	52	326	21.6	67.6	0.95
chr5	76151266	76151845	CpG: 41	579	41	376	14.2	64.9	0.68
chr5	76285191	76286284	CpG: 104	1093	104	738	19	67.5	0.84
chr5	76361876	76362627	CpG: 69	751	69	474	18.4	63.1	0.92
chr5	76408638	76409476	CpG: 103	838	103	605	24.6	72.2	0.95
chr5	76418483	76418923	CpG: 52	440	52	310	23.6	70.5	0.95
chr5	76511801	76512448	CpG: 57	647	57	439	17.6	67.9	0.77
chr5	76541785	76542945	CpG: 117	1160	117	681	20.2	58.7	1.18
chr5	76823496	76824198	CpG: 85	702	85	503	24.2	71.7	0.95
chr5	76959643	76960258	CpG: 60	615	60	424	19.5	68.9	0.83
chr5	76961201	76962631	CpG: 121	1430	121	862	16.9	60.3	0.97
chr5	76968073	76969279	CpG: 85	1206	85	759	14.1	62.9	0.72
chr5	76970337	76971052	CpG: 60	715	60	494	16.8	69.1	0.71
chr5	76971882	76972740	CpG: 65	858	65	545	15.2	63.5	0.75
chr5	76977151	76977644	CpG: 39	493	39	289	15.8	58.6	0.92
chr5	77107401	77108059	CpG: 86	658	86	479	26.1	72.8	0.99
chr5	77176298	77176670	CpG: 38	372	38	263	20.4	70.7	0.83
chr5	77182754	77183541	CpG: 59	787	59	397	15	50.4	1.19
chr5	77289588	77289805	CpG: 29	217	29	174	26.7	80.2	0.83
chr5	77304106	77304543	CpG: 44	437	44	295	20.1	67.5	0.89
chr5	77625893	77626477	CpG: 47	584	47	385	16.1	65.9	0.75
chr5	77691673	77692753	CpG: 115	1080	115	745	21.3	69	0.9
chr5	77841509	77842069	CpG: 48	560	48	341	17.1	60.9	0.93
chr5	77979624	77980976	CpG: 142	1352	142	882	21	65.2	0.99
chr5	78316073	78317056	CpG: 93	983	93	580	18.9	59	1.09
chr5	78401054	78401467	CpG: 48	413	48	297	23.2	71.9	0.9
chr5	78567287	78569251	CpG: 192	1964	192	1261	19.6	64.2	0.95
chr5	78845103	78846224	CpG: 119	1121	119	790	21.2	70.5	0.86
chr5	78943975	78944447	CpG: 35	472	35	283	14.8	60	0.83
chr5	79322340	79322890	CpG: 48	550	48	368	17.5	66.9	0.78
chr5	79366684	79367244	CpG: 57	560	57	374	20.4	66.8	0.94
chr5	79587125	79588050	CpG: 104	925	104	623	22.5	67.4	1
chr5	79739192	79740200	CpG: 91	1008	91	692	18.1	68.7	0.77
chr5	79819391	79819901	CpG: 65	510	65	357	25.5	70	1.04
chr5	79900598	79902203	CpG: 164	1605	164	1144	20.4	71.3	0.8
chr5	79985759	79986629	CpG: 79	870	79	569	18.2	65.4	0.85
chr5	80291660	80292762	CpG: 131	1102	131	752	23.8	68.2	1.02
chr5	80632938	80633490	CpG: 48	552	48	351	17.4	63.6	0.86
chr5	80725574	80725984	CpG: 41	410	41	283	20	69	0.84
chr5	81081660	81083605	CpG: 159	1945	159	1111	16.3	57.1	1.04
chr5	81303333	81304123	CpG: 85	790	85	583	21.5	73.8	0.79
chr5	81609589	81610051	CpG: 49	462	49	317	21.2	68.6	0.94
chr5	82408858	82409103	CpG: 23	245	23	158	18.8	64.5	0.91
chr5	82804143	82805024	CpG: 63	881	63	561	14.3	63.7	0.71
