#name	name2
NM_031034	Gna12
NM_057187	Grifin
NM_001109387	Mad1l1
NM_001013868	LOC288521
NM_001134857	Heatr2
NM_001047924	LOC498155
NM_001107127	RGD1566386
NM_133567	Adap1
NM_001012238	Fam20c
NM_001033679	Prkar1b
NM_147206	Cyp3a9
NM_001012021	Zscan21
NM_001099499	Vom2r63
NM_001107135	Cldn15
NM_001170403	Orai2
NM_001105922	Fkbp6
NM_031576	Por
NM_001100475	Hip1
NM_001001504	Gtf2ird1
NM_001108332	Wbscr16
NM_001025112	Wbscr17
NM_001034924	Sfswap
NM_001108333	Rabgef1
NM_001107137	Tyw1
NM_203338	Vkorc1l1
NM_001100488	Rimbp2
NM_198727	Tmem132d
NM_023104	Aacs
NM_001107138	Sbno1
NM_001170554	Mphosph9
NM_001271326	Ddx55
NM_001083898	Ccdc92
NM_001108334	Ncor2
NM_001107140	Kntc1
NM_031745	Clip1
NM_001105928	Vps37b
NM_001105938	B3gnt4
NM_001115046	LOC687565
NM_001080147	Anapc5
NM_001177613	Tctn1
NM_031338	Camkk2
NM_001100679	Kdm2b
NM_201991	Gpn3
NM_001271380	Cux2
NM_053760	Trafd1
NM_139332	Tpcn1
NM_001107145	Fbxw8
NM_001109066	RGD1562310
NM_001024254	Taok3
NM_001034945	Ccdc60
NM_053612	Hspb8
NM_001039022	Coq5
NM_001191667	Ccdc64
NM_001012147	Pxn
NM_001107156	Sart3
NM_053626	Dao
NM_001005553	Git2
NM_023970	Trpv4
NM_001109327	Coro1c
NM_001191928	Mn1
NM_001108341	Ulk1
NM_001122644	Galnt9
NM_001107152	Pole
NM_001009258	Chfr
NM_001142758	Zfp958
NM_001099466	Vom2r59
NM_001107117	Cers4
NM_001037203	Ccl25
NM_001108848	Elavl1
NM_001109935	Ctxn1
NM_001013121	Snapc2
NM_017267	Timm44
NM_001034139	Lrrc8e
NM_001025425	Map2k7
NM_001192005	Cd209e
NM_001170397	Cd209b
NM_001108849	Clec4m
NM_001033924	Fcer2
NM_133550	Fcer2
NM_001108850	Trappc5
NM_001134602	RGD1565374
NM_001144840	Camsap3
NM_031126	Stxbp2
NM_001195245	Pet100
NM_144741	Retn
NM_001107116	Pcp2
NM_139109	Xab2
NM_001105902	Pex11g
NM_001109059	RGD1563425
NM_001105903	Mcoln1
NM_001108328	Zfp358
NM_001009629	Rfc3
NM_031336	Kl
NM_001035222	N4bp2l1
NM_031542	Brca2
NM_001011901	Hsph1
NM_001134603	Tex26
NM_017260	Alox5ap
NM_001198555	Uspl1
NM_001105906	Uspl1
NM_001006956	Katnal1
NM_001015030	Ubl3
NM_013111	Slc7a1
NM_001100989	Mtus2
NM_022861	Unc13a
NM_001100942	Pomp
NM_001024968	Slc46a3
NM_023963	Cdx2
NM_001037787	Rpo1-3
NM_001191663	Gsx1
NM_001002829	Rasl11a
NM_053330	Rpl21
NM_001037295	Gpr12
NM_030831	Gpr12
NM_145782	Cyp3a18
NM_001109061	Cdk8
NM_001107118	Rnf6
NM_153312	Cyp3a2
NM_001108851	Zfp498
NM_001008362	Zfp655
NM_022595	Pdap1
NM_053556	Bud31
NM_001109665	Ptcd1
NM_019289	Arpc1b
NM_001012351	Cpsf4
NM_145724	Zfp394
NM_001271117	Atp5j2
NM_001170399	Tmem130
NM_001034199	Nptx2
NM_001037191	Tecpr1
NM_001009604	Bri3
NM_001137641	Lmtk2
NM_001013867	Rsph10b
NM_001014126	Ccz1
NM_012995	Ocm2
NM_001037348	Aimp2
NM_013223	Eif2ak1
NM_001044297	Ankrd61
NM_001105909	Usp42
NM_053912	Cyth3
NM_001017485	Fam220a
NM_134366	Rac1
NM_001013122	Kdelr2
NM_001013123	Zdhhc4
NM_001191664	Rbak
NM_001034153	Spdye4
NM_031144	Actb
NM_001105911	Slc29a4
NM_001037217	Mmd2
NM_001012020	Papolb
NM_001037219	Foxk1
NM_001037220	Ap5z1
NM_001047092	Amz1
NM_001107124	Ttyh3
NM_133393	Lfng
NM_001037775	Chst12
NM_001107125	Ftsj2
NM_001105912	Snx8
NM_057120	Nudt1
NM_001105913	Elfn1
NM_001025413	Tmem184a
NM_145673	Mafk
NM_017179	Uncx
NM_001047923	LOC498152
NM_133573	Gper1
NM_001008363	Zfand2a
NM_001107126	Cox19
NM_001109062	Gpr146
NR_031784	Mir339
NM_001163320	Get4
NM_001007147	Sun1
NM_012801	Pdgfa
NM_001142945	Zfp68
NM_001025759	MGC112692
NM_001107128	Zfp68
NM_001127246	Akap17a
NM_139260	Il3ra
NM_001105914	Dhrsx
NM_001105915	Asmtl
NM_144759	Asmt
NM_053531	Vamp7
NM_001109063	Spry3
NM_001025760	Zkscan1
NM_012826	Azgp1
NM_001024996	Mblac1
NM_001108852	Cnpy4
NM_001004203	Mcm7
NR_031829	Mir25
NM_001107129	Cops6
NM_001044225	Taf6
NM_001037977	Ap4m1
NR_031862	Mir106b
NR_031853	Mir93
NM_053730	Stag3
NM_001109064	Gal3st4
NM_001108330	Lamtor4
NM_138511	Gpc2
NM_001024969	RGD1305455
NM_001099508	Vom2r61
NM_001099509	Vom2r62
NM_001099513	Vom2r64
NM_031037	Gnb2
NM_001105918	Pop7
NM_001105917	Actl6b
NM_001105916	Tfr2
NM_001107133	Gigyf1
NM_017001	Epo
NM_001107131	Agfg2
NM_001107130	Fbxo24
NM_001127551	Lrch4
NM_032074	Irs3
NM_001025629	Mospd3
NM_019237	Pcolce
NM_001109451	Ppp1r35
NM_001107132	Nyap1
NM_001044284	Tsc22d4
NM_001271236	LOC100362783
NM_001100678	Mepce
NM_001115044	LOC685157
NM_001115044	LOC685157
NM_001105919	Fis1
NM_001011902	Rabl5
NR_102359	LOC100910802
NM_001271350	Znhit1
NM_178101	Plod3
NM_001108331	Ap1s1
NM_030997	Vgf
NR_037384	Mir702
NM_012620	Serpine1
NM_001271268	Col26a1
NM_053669	Sh2b2
NM_001098793	Prkrip1
NM_001105921	Polr2j
NM_001109020	Upk3bl
NM_001013981	LOC304396
NM_001105920	Alkbh4
NM_019376	Ywhag
NM_001107157	Dtx2
NM_053762	Zp3
NM_031970	Hspb1
NM_001277394	Srrm3
NM_001037788	Styxl1
NM_031151	Mdh2
NM_001010945	Tmem120a
NM_001109488	Ccl26
NM_001191827	Rhbdd2
NM_001013045	Ccl24
NM_001191593	Nsun5
NM_053622	Pom121
NM_181080	Trim50
NM_001191916	Baz1b
NM_001109021	Bcl7b
NM_153305	Fzd9
NM_001109024	Dnajc30
NM_053788	Stx1a
NM_001135743	Wbscr22
NM_001271180	Abhd11
NR_026689	LOC686120
NM_001109499	Wbscr27
NM_001012022	Cldn4
NM_053786	Rfc2
NM_031727	Limk1
NM_173840	Lat2
NM_001006957	Eif4h
NM_021997	Clip2
NM_001014771	Syna
NM_053734	Ncf1
NM_001001512	Gtf2i
NM_001271485	Gtf2ird2
NM_001100561	Gatsl2
NR_106694	Mir6322
NM_001008289	Sbds
NM_001004204	Tmem248
NM_001128194	Kctd7
NM_001011903	Tpst1
NM_017015	Gusb
NM_053670	Crcp
NM_021577	Asl
NM_001134570	Nupr1l
NM_001105924	Zbed5
NM_001137670	Sept14
NM_001105923	Mrps17
NM_031573	Phkg1
NM_001025125	Sumf2
NM_001033684	Cct6a
NM_001009679	Psph
NM_001017486	Gbas
NM_001105925	Mmp17
NM_053439	Ran
NM_012748	Stx2
NM_001108853	Piwil1
NM_001271192	Fzd10
NM_144758	Slc15a4
NM_001134536	Tmem132b
NM_001105926	Dhx37
NM_017314	Ubc
NM_001017487	Bri3bp
NM_031541	Scarb1
NM_001109547	Fam101a
NM_001080782	Tctn2
NM_001024236	Gtf2h3
NM_172029	Eif2b1
NM_053775	Atp6v0a2
NM_001014127	Snrnp35
NM_001004205	Rilpl2
NM_001191665	Rilpl1
NM_031722	Tmed2
NM_001246665	Setd8
NM_001113751	Cdk2ap1
NM_001109065	RGD1563482
NM_022238	Abcb9
NM_001105927	Ogfod2
NM_001025630	Arl6ip4
NM_031234	Hip1r
NM_001134766	Ccdc62
NM_001134763	Hip1r
NM_001145334	Gpr81
NM_181476	Niacr1
NM_001105929	Zcchc8
NM_001014128	Rsrc2
NM_022961	Vps33a
NM_001008292	Diablo
NM_001170396	Lrrc43
NM_017233	Hpd
NM_130430	Psmd9
NM_001013982	Orai1
NM_001271309	Tmem120b
NM_001004075	Rnf34
NM_031594	P2rx4
NM_019256	P2rx7
NM_199120	Ift81
NM_001110823	Atp2a2
NM_001107142	Anapc7
NM_001110139	Atp2a2
NM_001105933	Arpc3
NR_027839	Atp2a2
NM_001107141	Pptc7
NM_001030042	Rad9b
NM_001105932	Vps29
NM_001008290	Fam216a
NM_022498	Ppp1cc
NM_001270983	Ppp1cc
NM_001035252	Myl2
NM_031621	Sh2b3
NM_020078	Adam1a
NM_020078	Adam1a
NM_001025761	Mapkapk5
NM_032416	Aldh2
NM_001164043	Mapkapk5
NM_001134537	Acad10
NM_001047900	Naa25
NM_053961	Erp29
NM_001159625	Tmem116
NM_001177593	Ptpn11
NM_013088	Ptpn11
NM_053971	Rpl6
NM_001009379	Oas1d
NM_001009680	Oas1i
NM_001009491	Oas1h
NM_138913	Oas1a
NM_001009489	Oas1k
NM_001009492	Oas1e
NM_001009490	Oas1f
NM_144752	Oas1b
NM_001108335	Rasal1
NM_001044226	RGD1306772
NM_001191548	Ddx54
NM_139255	Plbd2
NM_139036	Lhx5
NM_053962	Sds
NM_001017488	Slc24a6
NM_001108336	Sdsl
NM_001009964	Tbx5
NM_181638	Tbx3
NM_001107144	Rnft2
NM_057130	Hrk
NM_001108338	Fbxo21
NM_001007616	Wsb2
NM_001107146	Rfc5
NM_001271336	Vsig10
NM_017236	Pebp1
NM_031976	Prkab1
NM_001168664	Gcn1l1
NM_022402	Rplp0
NM_001013046	Rab35
NM_031585	Pla2g1b
NM_148890	Msi1
NM_001107147	Sirt4
NM_001009255	Srsf9
NM_012814	Cox6a1
NM_001126099	Triap1
NM_001108339	Gatc
NM_053319	Dynll1
NM_001033675	Cabp1
NM_001011904	Rnf10
NM_001033676	Cabp1
NM_001105752	Pop5
NM_133529	Cabp1
NM_001013983	Mlec
NM_001105934	Unc119b
NM_022512	Acads
NM_012669	Hnf1a
NM_001009630	RGD1311899
NM_001009681	Oasl
NM_001012148	Ankrd13a
NM_001009682	Oasl2
NM_001191666	Tchp
NM_001134413	Gltp
NM_001109067	Fam222a
NM_001105935	Foxn4
NM_053922	Acacb
NM_001107153	Usp30
NM_001013124	Ung
NM_001126273	Alkbh2
NM_134404	Svop
NM_001105936	Iscu
NM_001107155	Tmem119
NM_001013230	Selplg
NM_001010946	Ficd
NM_022218	Cmklr1
NM_001271178	Wscd2
NM_001105937	Sgsm1
NM_053742	Pitpnb
NM_001108340	Hscb
NM_053677	Chek2
NM_001025563	Pus1
NM_001107151	Galnt9
NM_001107150	Ddx51
NM_001014129	Noc4l
NM_001270418	Lrcol1
NM_053656	P2rx2
NM_001107847	Golga3
NM_001047901	Ankle2
NM_031587	Pxmp2
NM_001025272	Pgam5
NM_001135840	Gtpbp6
NM_001047873	Cntnap5b
NM_024395	Htr5b
NM_001100681	Pbx1
NM_001134862	Pbx1
NM_001047866	Cntnap5c
NM_001100479	Ptpn4
NM_001047865	Cntnap5a
NM_001012205	Dpp10
NM_001134867	R3hdm1
NM_023095	Mgat5
NM_017155	Adora1
NM_001191669	Thsd7b
NM_178102	Mapkapk2
NM_001012149	Uchl5
NM_198762	Kcnt2
NM_173121	Brinp3
NM_130828	Nphs2
NM_001100640	Lamc2
NM_001105992	Xpr1
NM_001191828	Scyl3
NM_001134540	Copa
NM_001014231	Dcaf8
NM_001005534	Sdhc
NM_001191930	Uap1
NM_001109079	Kif26b
NM_001270385	RGD1559696
NM_182843	Acbd3
NM_001105984	Rps6kc1
NM_001244757	Ush2a
NM_031131	Tgfb2
NM_203336	Esrrg
NM_001012748	Cdh20
NM_021657	Phlpp1
NM_001100584	Pign
NM_001122677	Zcchc2
NM_001134546	RGD1307235
NM_016993	Bcl2
NM_130404	Serpinb7
NM_001135867	Serpinb12
NM_001025716	Vps4b
NM_001012737	Cdh7
NM_001009448	Cdh19
NM_001107170	Tfcp2l1
NM_001107169	Gli2
NM_001012023	Epb4.1l5
NM_031068	Actr3
NM_001007727	Lypd1
NM_001114392	Gpr39
NM_001110763	Tmem163
NM_001107171	Ccnt2
NM_053841	Lct
NM_001033964	Pfkfb2
NM_012723	Pigr
NM_001033965	Pfkfb2
NM_080477	Pfkfb2
NM_001270845	Zp3r
NM_001270844	Zp3r
NM_182815	Zp3r
NM_019365	Rassf5
NM_001134958	Srgap2
NM_001160315	Nfasc
NM_001160314	Nfasc
NM_001160313	Nfasc
NM_053909	Nfasc
NM_001105951	Pik3c2b
NM_001007617	Nuak2
NM_199463	Dstyk
NM_001005871	Atp2b4
NM_001047925	LOC498231
NM_012642	Ren
NM_001107178	Ppp1r12b
NM_001013871	Tmem183a
NM_001007678	Rabif
NM_145683	Ptpn7
NM_017148	Csrp1
NM_021742	Nr5a2
NM_138507	Ptprc
NM_001109890	Ptprc
NM_001109889	Ptprc
NM_001109887	Ptprc
NM_001109888	Ptprc
NM_001108347	RGD1566099
NM_001107182	Crb1
NM_130409	Cfh
NM_001134792	RGD1564614
NM_001105955	Aspm
NM_133551	Pla2g4a
NM_001107185	Tpr
NM_001271292	Hmcn1
NM_022242	Fam129a
NM_001105959	RGD1309104
NM_001037192	Trmt1l
NM_001048042	Nmnat2
NM_001105957	Rgl1
NM_001025717	Arpc5
NM_001013984	Npl
NM_053966	Lamc1
NM_031665	Stx6
NM_019294	Cacna1e
NM_001011906	Acbd6
NM_001109072	Fam163a
NM_001107186	Abl2
NM_001100680	Ralgps2
NM_031118	Soat1
NM_001107188	Rasal2
NM_001113775	RGD1304982
NM_001170603	Astn1
NM_001004208	Cacybp
NM_001107190	Rabgap1l
NM_001107192	Klhl20
NM_001108856	Vamp4
NM_012792	Fmo1
NM_138538	Dnm3
NM_001105964	Kifap3
NM_138532	Nme7
NM_001047878	F5
NM_013113	Atp1b1
NM_021684	Adcy10
NM_001205304	Cd247
NM_001100639	Pou2f1
NM_170789	Cd247
NM_001109466	Fmo9
NM_001105967	Lmx1a
NM_019341	Rgs5
NM_001107195	Olfml2b
NM_138922	Nos1ap
NM_001107196	Atf6
NM_053843	Fcgr2a
NM_001191931	Fcrlb
NM_139103	Cd48
NM_001109076	Pvrl4
NM_031602	Kcnj10
NM_001164726	Fcrl6
NM_001105974	Grem2
NM_019343	Rgs7
NM_001191674	Pld5
NM_001107198	Exo1
NM_031575	Akt3
NM_177929	Sdccag8
NM_001105977	Efcab2
NM_001025762	Smyd3
NM_013063	Parp1
NM_031087	Psen2
NM_053657	Cdc42bpa
NM_019312	Itpkb
NM_012844	Ephx1
NM_001024970	Sde2
NM_001034090	Ephx1
NM_001127600	Aida
NM_001037204	Taf1a
NM_001105983	Disp1
NM_053947	Mark1
NM_001100811	Marc1
NM_172048	Ush2a
NM_172042	Kcnk2
NM_172041	Kcnk2
NM_001107199	Kctd3
NM_001107201	Prox1
NM_001107200	Ptpn14
NM_206851	Smyd2
NM_012912	Atf3
NM_031742	Kcnh1
NM_001100841	Lamb3
NM_001107202	Cd34
NM_001005265	Cr1l
NM_001105988	Plxna2
NM_019301	Cr1l
NM_001005330	Cr1l
NM_001106305	Rnf152
NM_001271235	Tnfrsf11a
NM_001271042	Zcchc2
NM_001108342	Kdsr
NM_057108	Serpinb5
NM_001107168	Serpinb13
NM_001008887	Serpinb3
NM_001107167	Serpinb11
NM_021696	Serpinb2
NM_001105948	Serpinb8
NM_153733	Serpinb10
NR_037671	LOC100359649
NM_021762	Tsn
NM_139186	Nifk
NM_080771	Inhbb
NM_053821	Ralb
NM_001191668	Tmem185b
NM_001037776	Tmem177
NM_178091	Insig2
NM_001024997	Ccdc93
NM_001006996	Ddx18
NM_001177819	LOC100362110
NM_001105950	Slc35f5
NM_001100943	Gpr39
NM_001008876	Rsl1d1
NM_134372	Acmsd
NR_106676	Mir3473
NR_031873	Mir128-1
NM_001012025	Ubxn4
NM_053799	Dars
NM_017287	Mcm6
NM_022205	Cxcr4
NM_022269	Cd55
NM_012516	C4bpa
NM_016995	C4bpb
NM_001008889	Yod1
NM_001100788	LOC498222
NM_001143881	Il20
NM_001014843	Faim3
NM_133311	Il24
NM_012854	Il10
NM_001017489	Eif2d
NM_001024767	Dyrk3
NM_001108854	Ikbke
NM_001289800	LOC100909648
NM_001081451	Fam72a
NM_017205	Avpr1b
NM_012938	Ctse
NM_001107172	Slc26a9
NM_001109328	Rab7b
NM_001109068	Pm20d1
NM_001108855	Slc41a1
NM_001107173	Elk4
NM_001109069	Mfsd4
NM_001135868	Slc45a3
NM_001100506	Cdk18
NR_031797	Mir135b
NM_001100683	Klhdc8a
NM_012884	Cntn2
NM_001017490	Tmem81
NM_001107174	Rbbp5
NM_001177368	Lrrn2
NM_001012026	Mdm4
NM_001107175	Ppp1r15b
NM_001109070	Golt1a
NM_181692	Kiss1
NM_001108343	Etnk2
NM_001105952	Sox13
NM_001271237	Snrpe
NM_001017491	Lax1
NM_001047902	Zc3h11a
NM_001107176	Optc
NM_053385	Prelp
NM_080698	Fmod
NM_017259	Btg2
NM_001079689	Chit1
NM_053560	Chi3l1
NM_031813	Mybph
NM_001270848	Chit1
NM_001270847	Chit1
NM_001270846	Chit1
NM_080409	Ppfia4
NM_017115	Myog
NM_001013126	Cyb5r1
NM_001013872	LOC289035
NM_153730	Klhl12
NM_207587	Adipor1
NM_001107177	Kdm5b
NM_012665	Syt2
NM_001108344	Ube2t
NM_033099	Ptprv
NM_145784	Gpr37l1
NM_001109071	Arl8a
NM_019351	Timm17a
NM_001107179	Lmod1
NM_031097	Rnpep
NM_001024768	Elf3
NM_001107180	Ipo9
NM_001077826	Shisa4
NM_017184	Tnni1
NM_012676	Tnnt2
NM_001107942	Lad1
NM_001012206	Phlda3
NM_001107181	Pkp1
NM_001105953	Tmem9
NM_001277263	Tmem9
NM_001047926	LOC498236
NM_001105990	Kif21b
NM_001134502	RGD1311892
NM_001134503	Camsap2
NM_001005535	Ddx59
NM_001190820	Ddx59
NM_001012030	Zfp281
NR_037358	Mir3570
NR_031899	Mir181b1
NR_031926	Mir181a-1
NM_001105991	Atp6v1g3
NM_001108346	Nek7
NM_181367	Lhx9
NM_001191670	Zbtb41
NM_001105956	F13b
NM_001044227	Cfhr1
NM_001109492	B3galt2
NM_001024769	Cdc73
NM_001013034	Glrx2
NM_001107183	Trove2
NM_053453	Rgs2
NM_019336	Rgs1
NM_001287022	Rgs21
NM_001047084	Rgs18
NM_001109538	LOC689412
NM_001037658	LOC652955
NM_017232	Ptgs2
NM_012872	Pdc
NM_001105962	Prg4
NM_001047085	Ivns1abp
NM_001105960	Swt1
NM_001025667	Rnf2
NM_001191671	Edem3
NM_001105958	Tsen15
NM_001017492	Apobec4
NM_001100984	Ncf2
NM_001191549	Smg7
NM_001107184	Dhx9
NM_001105961	Shcbp1l
NM_001077589	Rgs16
NM_019344	Rgs8
NM_001111295	Hnrnpa3
NM_001111294	Hnrnpa3
NM_198790	Rgsl2h
NM_198132	Hnrnpa3
NM_182673	Rnasel
NM_001025137	Ier5
NM_001100635	Mr1
NM_001108348	Lhx4
NM_001109898	Qsox1
NM_053431	Qsox1
NM_001165897	Tor1aip2
NM_001165896	Tor1aip2
NM_145092	Tor1aip1
NM_199100	Tor1aip2
NM_001134739	Tdrd5
NM_001134740	Tdrd5
NM_001107187	Fam20b
NM_001009683	Tor3a
NM_001109383	Angptl1
NR_027983	LOC680254
NM_053571	Sec16b
NM_173115	Brinp2
NR_032299	Mir488
NM_001025126	Rfwd2
NM_013045	Tnr
NM_001162898	LOC100302372
NM_001162897	LOC100302372
NM_001107189	Tnn
NM_001105963	Mrps14
NM_001289935	Gpr52
NM_001244761	Cenpl
NM_001012027	Serpinc1
NM_001033061	Cenpl
NM_001034143	Dars2
NM_001107191	Zbtb37
NR_002704	Gas5
NM_053576	Prdx6
NM_053552	Tnfsf4
NM_012908	Faslg
NM_199403	Suco
NM_001012207	Pigc
NM_001014130	RGD1309106
NR_031914	Mir199a2
NR_037396	Mir3120
NR_031927	Mir214
NM_001134501	Mettl13
NM_030865	Myoc
NM_144562	Fmo4
NM_144561	Fmo4
NM_144737	Fmo2
NM_053433	Fmo3
NM_153821	Prrx1
NM_001100563	Gorab
NM_001017493	LOC498265
NM_001025668	Mettl18
NM_138879	Sele
NM_019177	Sell
NM_013114	Selp
NM_001030024	Slc19a2
NM_001014131	Ccdc181
NM_001017494	Blzf1
NM_001105965	Dpt
NM_134361	Xcl1
NM_001107193	Tbx19
NM_001109667	Tiprl
NM_001034011	Sft2d2
NM_001077643	Mpc2
NM_001108349	Rcsd1
NM_001007728	Mpzl1
NM_001105966	Creg1
NM_001191829	Gpa33
NM_001191929	Dusp27
NM_001108857	Mael
NM_001107194	Pogk
NM_001037980	Tada1
NM_001102408	Uck2
NM_001009631	Tmco1
NM_001191594	Mgst3
NM_022273	Aldh9a1
NM_001077434	Lrrc52
NM_031765	Rxrg
NM_001012028	Nuf2
NM_017214	Rgs4
NM_001109073	RGD1560672
NM_031764	Ddr2
NM_017235	Hsd17b7
NM_001177830	LOC100366054
NM_017293	Uhmk1
NM_001109074	RGD1565283
NM_001190459	LOC100361087
NM_022248	Dusp12
NM_001100682	Fcrla
NM_207603	Fcgr3a
NM_175756	Fcgr2b
NM_001135992	LOC498276
NM_001109075	RGD1562658
NM_001131001	Fcer1g
NM_023959	Adamts4
NM_022941	Nr1i3
NM_001270838	Nr1i3
NM_001083338	Tomm40l
NM_013112	Apoa2
NM_001270840	Nr1i3
NM_001270839	Nr1i3
NM_001126093	Pcp4l1
NM_001011907	Ndufs2
NM_017027	Mpz
NM_001105968	Ppox
NM_001108350	Klhdc9
NM_001127638	Usp21
NM_001009539	B4galt3
NM_001082580	Nit1
NM_031800	Dedd
NM_001109476	Pfdn2
NM_001003709	Ufc1
NM_182668	Nit1
NM_001109077	Arhgap30
NM_031777	Usf1
NM_053796	F11r
NM_001034946	Itln1
NM_022259	Cd244
NM_001191673	Ly9
NM_001191550	Slamf7
NM_001109078	Slamf1
NM_001192006	Cd84
NM_001191932	Slamf6
NM_001105969	Vangl2
NM_174864	Ncstn
NM_001105970	Nhlh1
NM_001159594	Casq1
NM_001107375	Pex19
NM_001134777	Pex19
NM_001013231	Pea15
NM_012505	Atp1a2
NM_001014787	Igsf8
NM_053834	Kcnj9
NM_022848	Atp1a4
NM_001271030	Atp1a4
NM_024144	Pigm
NM_001013127	Tagln2
NM_001105972	Vsig8
NM_001105973	Slamf8
NM_001024882	Ccdc19
NM_001105971	Slamf9
NM_001107197	Igsf9
NM_001191830	Dusp23
NM_017096	Crp
NM_017170	Apcs
NM_001000499	Olr1576
NM_001000078	Olr1579
NM_012724	Fcer1a
NM_001000533	Olr1581
NM_001000079	Olr1582
NM_001000080	Olr1583
NM_001047103	Cadm3
NM_001012029	Mnda
NM_001000081	Olr1584
NM_001001109	Olr1585
NM_001000995	Olr1590
NM_001000912	Olr1591
NM_001000913	Olr1587
NM_001000083	Olr1589
NM_001000085	Olr1593
NM_001000084	Olr1592
NM_001000082	Olr1588
NM_001011908	Spta1
NM_001000911	Olr1597
NM_001000501	Olr1596
NM_001000500	Olr1595
NM_001000910	Olr1598
NM_001000909	Olr1602
NM_001000087	Olr1601
NM_001000086	Olr1600
NM_017005	Fh
NM_001011999	Morf4l1
NM_001109524	Chml
NM_021593	Kmo
NM_001191933	Opn3
NM_001100579	Uba2
NR_031794	Mir350
NM_022678	Zfp238
NM_001109549	LOC689766
NM_001105975	Adss
NM_001013873	Desi2
NM_001105976	Cox20
NM_057139	Hnrnpu
NM_001008293	Tfb2m
NM_001013985	Sccpdh
NM_001271270	Ahctf1
NM_001013185	Adck3
NM_001105979	Mixl1
NM_001007556	Lefty2
NM_001109080	Lefty1
NM_001134496	Tmem63a
NM_001012208	Pycr2
NM_001109081	Wdr26
NM_001105981	Cnih4
NM_001105980	Nvl
NM_001166578	Cnih3
NM_134453	Lbr
NM_001012150	Enah
NM_001126095	Srp9
NM_053323	Degs1
NM_001107203	Fbxo28
NM_017116	Capn2
NM_133309	Capn8
NM_001170428	LOC289334
NM_001105982	Susd4
NM_001145828	Tlr5
NM_001025669	Brox
NM_001105734	Dusp10
NM_001077674	Hlx
NM_001100857	RGD1310587
NM_134410	Marc2
NR_032110	Mir215
NR_031910	Mir194-1
NR_032143	Mir664-2
NM_001040154	Rab3gap2
NM_001024238	Eprs
NM_171990	Bpnt1
NM_001105985	Slc30a10
NM_001105986	Lyplal1
NM_001009702	Rrp15
NM_001108858	RGD1309586
NM_001011909	Gpatch2
NM_001100827	Cenpf
NM_001047927	LOC498308
NM_001109082	Vash2
NM_001135119	Angel2
NM_021865	Batf3
NM_001109084	Fam71a
NM_001109083	Nsl1
NM_001107891	Ppp2r5a
NM_001007679	Tmem206
NM_001002851	Nenf
NM_001191675	Ints7
NM_001047894	LOC317456
NM_001109376	Lpgat1
NM_022853	Slc30a1
NM_053691	Nek2
NM_001108351	Sertad4
NM_001014132	Traf3ip3
NM_001013986	Diexf
NM_001103357	LOC100125367
NM_001108859	Irf6
NM_017080	Hsd11b1
NM_001009632	G0s2
NM_182842	Camk1g
NR_031920	Mir205
NR_037334	Mir3556b
NM_019190	Cd46
NR_031838	Mir29c
NR_031835	Mir29b2
NM_001005330	Cr1l
NM_001105989	Cr2
NM_181365	Kcnip4
NM_001100889	Shroom3
NM_001025139	Zpbp
NM_001099517	Vom2r72
NM_017256	Tgfbr3
NM_001100789	Ptpn13
NM_001191595	Fras1
NM_033021	Sec31a
NM_001107212	Adamts3
NM_022513	Sult1b1
NM_012956	Gabrb1
NM_001113776	Rell1
NM_001191678	Limch1
NM_001004087	Pcdh7
NM_001106008	Tbc1d19
NM_013127	Cd38
NM_053978	Rab28
NM_001107224	Stk32b
NM_001109388	LOC680039
NM_016990	Add1
NM_001170459	Tns3
NM_001017461	Ogdh
NM_001106020	Abca13
NM_001013130	Sptbn1
NM_001099516	Vom2r71
NM_031030	Gak
NM_001107245	Pcgf3
NM_001100898	Mtf2
NM_001105993	Glmn
NM_001271410	Evi5
NM_001170456	Fam69a
NM_001191101	Hfm1
NM_001139484	Zfp644
NM_001008338	Lrrc8d
NM_001177909	LOC100366030
NM_001128311	Abcg3
NM_001037179	Lrrc8c
NM_001107206	Aff1
NM_001006991	Nudt9
NM_012587	Ibsp
NM_012806	Mapk10
NM_001270556	Mapk10
NM_001170551	Wdfy3
NM_001009633	Fam175a
NM_001004275	Cops4
NM_001108354	Tmem150c
NM_013012	Prkg2
NM_022211	Fgf5
NM_012823	Anxa3
NM_001108355	Cnot6l
NM_001107208	Sept11
NM_019379	Uso1
NM_001007618	Rchy1
NM_001013989	G3bp2
NM_054001	Scarb2
NM_001107211	Mthfd2l
NM_022256	Btc
NM_001106000	Cox18
NM_134326	Alb
NM_053424	Slc4a4
NM_012564	Gc
NM_001044296	Amtn
NM_031533	Ugt2b
NM_001007264	Ugt2b37
NM_133423	Ythdc1
NM_001107213	Uba6
NM_001003979	Tmprss11c
NM_001008554	Tmprss11g
NM_024367	Epha5
NM_001169137	Epha5
NM_130822	Lphn3
NM_001017498	LOC498350
NM_001013048	Igfbp7
NM_012802	Pdgfra
NM_001108358	Lnx1
NM_001008295	Fip1l1
NM_001191596	Usp46
NM_001017499	Scfd2
NM_001108359	Dcun1d4
NM_001191068	Sgcb
NR_106668	Mir327
NM_182473	Corin
NM_001024255	Txk
NM_080587	Gabra4
NM_001135779	Gabra2
NM_001100172	Kctd8
NM_001047903	LOC360933
NM_021671	Tmem33
NM_001034198	Tmem33
NM_001005882	Rbm47
