chrom	chromStart	chromEnd	name	obsExp
chr3	52255365	52255763	CpG: 35	0.79
chr3	52272839	52273631	CpG: 88	0.86
chr3	52279601	52280140	CpG: 61	1.18
chr3	52312069	52313057	CpG: 82	1.12
chr3	52321783	52322054	CpG: 25	0.83
chr3	52443677	52445104	CpG: 129	1.15
chr3	52489417	52490008	CpG: 58	1.17
chr3	52521674	52522612	CpG: 68	0.72
chr3	52552722	52553384	CpG: 46	0.69
chr3	52558565	52558769	CpG: 16	0.95
chr3	52567009	52568807	CpG: 151	0.97
chr3	52570475	52570842	CpG: 43	1.03
chr3	52719934	52720335	CpG: 41	1.07
chr3	52739537	52740426	CpG: 109	0.97
chr3	52804559	52805128	CpG: 61	0.84
chr3	52931279	52931840	CpG: 66	1.01
chr3	53032813	53033116	CpG: 22	0.69
chr3	53078956	53081101	CpG: 201	1.32
chr3	53164206	53164698	CpG: 38	0.77
chr3	53190509	53190764	CpG: 26	1.1
chr3	53194716	53196133	CpG: 131	0.98
chr3	53229990	53230204	CpG: 21	0.76
chr3	53289533	53290213	CpG: 70	1.11
chr3	53381345	53381936	CpG: 54	0.82
chr3	53527927	53530106	CpG: 154	1
chr3	53857392	53857954	CpG: 61	0.83
chr3	53879638	53880831	CpG: 119	0.99
chr3	53915731	53916320	CpG: 55	0.83
chr3	53925438	53926174	CpG: 73	1.05
chr3	54121624	54122147	CpG: 42	0.72
chr3	54154731	54154970	CpG: 20	0.77
chr3	54155239	54157025	CpG: 189	1.02
chr3	54660189	54660638	CpG: 33	0.77
chr3	55504201	55504453	CpG: 24	0.9
chr3	55508336	55508708	CpG: 46	0.98
chr3	55515152	55515613	CpG: 34	0.7
chr3	55516110	55516430	CpG: 24	0.74
chr3	55517658	55517939	CpG: 21	0.85
chr3	55519089	55519623	CpG: 41	0.74
chr3	55520226	55522344	CpG: 176	0.88
chr3	55522560	55522836	CpG: 21	0.73
chr3	56501868	56502345	CpG: 47	0.81
chr3	56502611	56502815	CpG: 23	0.82
chr3	56590939	56591223	CpG: 28	1
chr3	56716492	56717658	CpG: 120	0.87
chr3	56835650	56836210	CpG: 57	0.8
chr3	57112567	57113908	CpG: 106	0.79
chr3	57131644	57132407	CpG: 51	0.76
chr3	57198243	57199378	CpG: 100	0.83
chr3	57204169	57204417	CpG: 24	0.94
chr3	57261455	57262598	CpG: 120	1.02
chr3	57541931	57543244	CpG: 113	0.89
chr3	57583020	57583611	CpG: 60	1.03
chr3	57678339	57678938	CpG: 75	0.9
chr3	57741925	57742990	CpG: 116	0.87
chr3	57993838	57994704	CpG: 84	0.96
chr3	57994921	57995218	CpG: 23	0.65
chr3	58109100	58109369	CpG: 24	0.89
chr3	58163469	58163680	CpG: 24	0.91
chr3	58223101	58224364	CpG: 111	0.84
chr3	58291813	58292385	CpG: 65	1.01
chr3	58318398	58319192	CpG: 80	1.02
chr3	58419176	58419818	CpG: 67	0.85
chr3	58477486	58478274	CpG: 100	1.1
chr3	58572478	58572903	CpG: 48	0.81
chr3	59035406	59035944	CpG: 57	0.88
chr3	61236606	61237227	CpG: 48	0.72
chr3	61546328	61549669	CpG: 266	0.81
chr3	61550346	61550577	CpG: 26	0.85
chr3	62304514	62304780	CpG: 35	1.14
chr3	62354291	62355012	CpG: 59	0.9
chr3	62355315	62355534	CpG: 16	1.16
chr3	62356119	62356378	CpG: 29	1.1
chr3	62356773	62357315	CpG: 38	0.78
chr3	62357639	62359774	CpG: 162	0.79
chr3	62362610	62363082	CpG: 51	0.88
chr3	62364017	62364316	CpG: 23	0.71
chr3	62859617	62861190	CpG: 137	0.84
chr3	63263989	63264205	CpG: 20	0.83
chr3	63849046	63850357	CpG: 126	1
chr3	63897392	63898299	CpG: 105	0.88
chr3	63898485	63898774	CpG: 22	0.91
chr3	64008883	64009293	CpG: 55	1.04
chr3	64253533	64253819	CpG: 24	0.68
chr3	64430585	64431192	CpG: 67	0.91
chr3	64671087	64673957	CpG: 189	0.86
chr3	65342203	65342884	CpG: 66	0.86
chr3	65364942	65365261	CpG: 26	1.15
chr3	65534684	65535344	CpG: 69	1.1
chr3	66023373	66025595	CpG: 168	0.79
chr3	66271076	66271718	CpG: 55	0.85
chr3	66550318	66551848	CpG: 156	1.01
chr3	67048455	67049273	CpG: 81	0.88
chr3	67704628	67705051	CpG: 50	0.85
chr3	68056899	68057167	CpG: 21	0.67
chr3	68980783	68982035	CpG: 105	0.8
chr3	69062159	69063190	CpG: 105	1.07
chr3	69101221	69101664	CpG: 39	0.98
chr3	69129058	69129515	CpG: 39	0.8
chr3	69134086	69134479	CpG: 35	0.96
chr3	69434926	69435583	CpG: 62	0.79
chr3	69591011	69592050	CpG: 99	0.91
chr3	69788483	69789208	CpG: 78	0.86
chr3	71113896	71114102	CpG: 19	1.45
chr3	71114334	71114821	CpG: 44	1.07
chr3	71630573	71633217	CpG: 232	0.98
chr3	71773826	71774873	CpG: 104	1.08
chr3	71802560	71804209	CpG: 193	1.01
chr3	71834068	71834653	CpG: 63	1.32
chr3	72495853	72496852	CpG: 105	0.99
chr3	72704323	72704610	CpG: 24	0.86
chr3	72788072	72788416	CpG: 28	0.84
chr3	72896940	72897793	CpG: 83	1.09
chr3	72977999	72978325	CpG: 39	1.14
chr3	73045834	73046517	CpG: 73	0.81
chr3	73159857	73160140	CpG: 21	0.98
chr3	73432739	73434073	CpG: 114	0.82
chr3	73673230	73674375	CpG: 143	1.11
chr3	74663506	74664121	CpG: 72	1.14
chr3	75444712	75445611	CpG: 82	0.74
chr3	75483802	75485289	CpG: 127	0.74
chr3	75628848	75629631	CpG: 88	0.83
chr3	75667777	75669067	CpG: 109	0.68
chr3	75704572	75705061	CpG: 48	0.75
chr3	75707623	75708198	CpG: 40	0.63
chr3	75718116	75719159	CpG: 94	0.74
chr3	75721294	75721909	CpG: 59	0.83
chr3	75834254	75834761	CpG: 48	0.8
chr3	75955759	75956308	CpG: 41	0.72
chr3	77088498	77089198	CpG: 67	0.86
chr3	77147167	77147399	CpG: 20	0.92
chr3	79067882	79068566	CpG: 68	0.81
chr3	79815638	79815900	CpG: 29	0.87
chr3	80819487	80819788	CpG: 44	1.78
chr3	81810315	81810953	CpG: 75	0.91
chr3	82856984	82857244	CpG: 21	0.76
chr3	85008284	85008837	CpG: 48	0.79
chr3	87039610	87040516	CpG: 78	0.87
chr3	87101767	87102008	CpG: 25	0.94
chr3	87138225	87138546	CpG: 27	0.77
chr3	87275872	87276842	CpG: 77	0.91
chr3	87841796	87842563	CpG: 66	0.79
chr3	88107550	88108509	CpG: 77	0.85
chr3	88198514	88199513	CpG: 70	0.8
chr3	89163635	89164107	CpG: 41	0.85
chr3	93692554	93692783	CpG: 39	1.08
chr3	93698763	93699433	CpG: 62	0.9
chr3	93781648	93782108	CpG: 36	1
chr3	94656732	94657159	CpG: 41	0.91
chr3	96495617	96495982	CpG: 42	0.99
chr3	96532023	96533625	CpG: 174	0.88
chr3	97483140	97483618	CpG: 38	0.84
chr3	97540664	97541633	CpG: 98	0.9
chr3	97690785	97691409	CpG: 71	0.97
chr3	98241409	98241711	CpG: 35	0.82
chr3	98311909	98312696	CpG: 82	0.8
chr3	98376316	98376542	CpG: 24	0.83
chr3	98451286	98452225	CpG: 101	0.82
chr3	98620131	98620910	CpG: 89	0.99
chr3	99536613	99537023	CpG: 43	0.93
chr3	99594969	99595215	CpG: 28	1.61
chr3	99944104	99944332	CpG: 22	0.8
chr3	99979678	99980038	CpG: 33	1
chr3	100053448	100053953	CpG: 69	0.99
chr3	100119504	100120857	CpG: 102	0.85
chr3	100211233	100211575	CpG: 37	0.93
chr3	100428069	100428669	CpG: 72	1.04
chr3	101231610	101232173	CpG: 43	0.95
chr3	101280545	101280952	CpG: 34	0.97
chr3	101292885	101293612	CpG: 63	0.82
chr3	101394976	101396096	CpG: 117	0.9
chr3	101405309	101405688	CpG: 28	0.96
chr3	101443478	101443859	CpG: 36	1
chr3	101497830	101498648	CpG: 80	0.9
chr3	101568107	101569046	CpG: 118	1
chr3	105072529	105072962	CpG: 33	0.77
chr3	105085990	105086223	CpG: 26	0.88
chr3	105088072	105088339	CpG: 24	0.99
chr3	105587279	105588218	CpG: 84	0.84
chr3	106959409	106959925	CpG: 49	0.91
chr3	107149820	107150910	CpG: 94	0.82
chr3	107241845	107242731	CpG: 62	0.89
chr3	107646470	107646941	CpG: 46	0.96
chr3	107809375	107810543	CpG: 112	1.01
chr3	107940930	107941503	CpG: 49	0.82
chr3	108308227	108308604	CpG: 38	0.96
chr3	108836795	108837089	CpG: 36	1.06
chr3	110790149	110791401	CpG: 103	1.12
chr3	111393190	111393544	CpG: 29	0.82
chr3	111578237	111578739	CpG: 59	0.91
chr3	111697739	111698143	CpG: 40	0.96
chr3	111804865	111805570	CpG: 68	0.85
chr3	111904382	111904845	CpG: 40	0.67
chr3	112051893	112052406	CpG: 40	0.76
chr3	112280022	112280950	CpG: 80	0.89
chr3	112709666	112710270	CpG: 59	0.96
chr3	112738244	112738653	CpG: 48	0.87
chr3	112930437	112931506	CpG: 101	1.06
chr3	113160299	113160641	CpG: 32	1.07
chr3	113233663	113234094	CpG: 38	0.9
chr3	113251699	113252290	CpG: 56	0.85
chr3	113414907	113415736	CpG: 76	0.86
chr3	113464437	113465159	CpG: 70	0.95
chr3	113557568	113557800	CpG: 28	1.38
chr3	113603863	113604246	CpG: 34	0.7
chr3	113666359	113667390	CpG: 90	1.06
chr3	113775147	113775582	CpG: 35	0.88
chr3	113822136	113822414	CpG: 25	0.93
chr3	113871610	113871813	CpG: 21	0.85
chr3	114069725	114070658	CpG: 82	0.88
chr3	114865436	114867124	CpG: 127	0.82
chr3	115377267	115377787	CpG: 48	0.84
chr3	115502725	115503581	CpG: 70	1
chr3	117716100	117716564	CpG: 43	1.03
chr3	118753092	118753961	CpG: 98	0.86
chr3	118959339	118959934	CpG: 75	0.92
chr3	119012891	119013724	CpG: 62	0.75
chr3	119041382	119042255	CpG: 79	0.77
chr3	119120847	119121138	CpG: 24	0.89
chr3	119187747	119188308	CpG: 53	0.79
chr3	119217308	119217756	CpG: 39	0.91
chr3	119298284	119298983	CpG: 70	0.94
chr3	119395989	119396387	CpG: 38	0.98
chr3	119421855	119422334	CpG: 45	0.85
chr3	119528920	119529159	CpG: 21	1.04
chr3	119812775	119814649	CpG: 166	0.91
chr3	120003883	120004426	CpG: 66	0.97
chr3	120025415	120026241	CpG: 71	0.77
chr3	120067499	120068531	CpG: 118	0.91
chr3	120169202	120170519	CpG: 127	0.86
chr3	120314958	120315490	CpG: 49	0.98
chr3	120626880	120627579	CpG: 67	1
chr3	121264469	121264943	CpG: 41	0.82
chr3	121468092	121468578	CpG: 42	0.78
chr3	121553820	121554236	CpG: 42	1.04
chr3	121712057	121712305	CpG: 19	0.62
chr3	121902742	121903645	CpG: 75	0.8
chr3	121949108	121949325	CpG: 18	0.83
chr3	122102851	122103198	CpG: 36	0.94
chr3	122134685	122135084	CpG: 29	0.97
chr3	122233408	122233944	CpG: 68	0.94
chr3	122283002	122283594	CpG: 52	0.71
chr3	122296612	122296828	CpG: 25	0.85
chr3	122399655	122400190	CpG: 50	0.91
chr3	122512485	122512798	CpG: 28	0.89
chr3	122513726	122514477	CpG: 63	0.87
chr3	122631722	122632854	CpG: 98	0.77
chr3	122640713	122641355	CpG: 62	0.76
chr3	122745183	122746986	CpG: 168	0.84
chr3	122785734	122786600	CpG: 80	0.72
chr3	122920703	122921114	CpG: 46	0.91
chr3	123166218	123168567	CpG: 251	0.95
chr3	123303339	123303929	CpG: 64	1.05
chr3	123304002	123304218	CpG: 16	0.81
chr3	123602588	123603540	CpG: 68	0.94
chr3	123679785	123680481	CpG: 57	0.88
chr3	123710680	123711108	CpG: 41	0.75
chr3	123751654	123753199	CpG: 128	0.88
chr3	123987726	123987946	CpG: 16	0.71
chr3	124303529	124304092	CpG: 51	0.84
chr3	124449178	124449461	CpG: 31	1.07
chr3	124605059	124606729	CpG: 152	0.97
chr3	124774246	124775113	CpG: 77	1.25
chr3	124860569	124861019	CpG: 48	0.89
chr3	124931161	124931747	CpG: 53	0.73
chr3	125075915	125076481	CpG: 45	0.84
chr3	125093668	125094365	CpG: 64	0.96
chr3	125238496	125239201	CpG: 52	0.78
chr3	125313986	125314609	CpG: 52	0.92
chr3	125485218	125485960	CpG: 82	0.83
chr3	125634298	125635949	CpG: 125	0.85
chr3	125677127	125678408	CpG: 97	0.61
chr3	125687903	125688331	CpG: 41	0.75
chr3	125709066	125709452	CpG: 36	0.85
chr3	125802447	125803258	CpG: 82	0.82
chr3	125898662	125899568	CpG: 73	0.76
chr3	125931735	125932535	CpG: 80	0.92
chr3	125986044	125986727	CpG: 61	0.8
chr3	126006743	126006957	CpG: 21	1.01
chr3	126007324	126007527	CpG: 16	0.73
chr3	126062535	126062823	CpG: 31	0.93
chr3	126074783	126076865	CpG: 186	0.9
chr3	126108019	126108488	CpG: 56	1.01
chr3	126113547	126113967	CpG: 47	0.82
chr3	126135050	126135431	CpG: 42	0.88
chr3	126193683	126195495	CpG: 155	1.2
chr3	126242783	126243358	CpG: 64	0.8
chr3	126260488	126261356	CpG: 109	1.16
chr3	126373571	126374142	CpG: 78	1.01
chr3	126398076	126398365	CpG: 25	0.82
chr3	126422888	126423609	CpG: 56	1.01
chr3	126668259	126668520	CpG: 27	0.88
chr3	126701372	126703284	CpG: 170	0.97
chr3	126707618	126708481	CpG: 60	0.71
chr3	126732968	126733420	CpG: 47	0.82
chr3	126737139	126737359	CpG: 16	0.7
chr3	126748660	126748891	CpG: 22	0.81
chr3	126752795	126753021	CpG: 19	0.67
chr3	126854106	126854848	CpG: 58	0.76
chr3	127056836	127057296	CpG: 47	0.79
chr3	127174375	127174944	CpG: 59	0.73
chr3	127266730	127267082	CpG: 33	0.68
chr3	127308568	127310132	CpG: 157	0.86
chr3	127316984	127317531	CpG: 61	0.89
chr3	127323457	127324038	CpG: 44	0.71
chr3	127347682	127348859	CpG: 96	1.25
chr3	127391011	127392434	CpG: 140	0.93
chr3	127541270	127542048	CpG: 69	0.91
chr3	127633993	127634588	CpG: 61	0.82
chr3	127770741	127771624	CpG: 94	0.95
chr3	127794369	127796136	CpG: 148	0.77
chr3	127842318	127842907	CpG: 49	0.77
chr3	127872176	127872842	CpG: 92	1.04
chr3	128145257	128145656	CpG: 45	0.8
chr3	128151656	128152180	CpG: 61	0.78
chr3	128205495	128212274	CpG: 514	0.74
chr3	128215212	128216905	CpG: 137	0.82
chr3	128273936	128274796	CpG: 68	0.7
chr3	128326937	128327507	CpG: 59	0.81
chr3	128336406	128337113	CpG: 59	0.79
chr3	128368929	128369805	CpG: 96	0.82
chr3	128399481	128400155	CpG: 63	0.86
chr3	128444900	128445650	CpG: 83	0.83
chr3	128483727	128484050	CpG: 30	0.94
chr3	128564771	128565007	CpG: 19	0.64
chr3	128598176	128598703	CpG: 55	0.94
chr3	128712404	128713058	CpG: 59	0.76
chr3	128719865	128721245	CpG: 139	1.02
chr3	128722283	128723036	CpG: 72	0.83
chr3	128745899	128746335	CpG: 46	0.79
chr3	128764540	128766055	CpG: 140	0.76
chr3	128839934	128840633	CpG: 70	0.86
chr3	128879823	128880447	CpG: 49	0.98
chr3	128902134	128902978	CpG: 102	0.97
chr3	128968342	128968544	CpG: 25	1.1
chr3	128997382	128997600	CpG: 17	0.78
chr3	128997958	128998303	CpG: 37	0.75
chr3	129033540	129035646	CpG: 165	1.07
chr3	129062830	129063133	CpG: 26	0.62
chr3	129147229	129147617	CpG: 36	0.97
chr3	129158602	129159477	CpG: 81	0.85
chr3	129323915	129325332	CpG: 148	1.05
chr3	129345667	129346521	CpG: 65	0.68
chr3	129611920	129612884	CpG: 106	0.93
chr3	129693127	129694841	CpG: 155	0.85
chr3	129721368	129722131	CpG: 88	0.84
chr3	129829971	129831426	CpG: 111	0.76
chr3	129982745	129983090	CpG: 31	0.79
chr3	130064574	130064840	CpG: 33	1.04
chr3	130235989	130236203	CpG: 29	1.07
chr3	130465478	130465700	CpG: 21	0.91
chr3	130612285	130613485	CpG: 101	0.85
chr3	130745388	130745840	CpG: 40	0.84
chr3	131080578	131081191	CpG: 53	0.74
chr3	131100341	131101151	CpG: 76	0.78
chr3	131221604	131221888	CpG: 35	1.12
chr3	131245721	131246021	CpG: 27	0.69
chr3	131753880	131754139	CpG: 25	0.89
chr3	132135973	132136619	CpG: 63	0.85
chr3	132378558	132378772	CpG: 18	0.79
chr3	132379083	132379643	CpG: 57	0.88
chr3	132440713	132441213	CpG: 53	1.21
chr3	132756985	132757895	CpG: 83	0.78
chr3	133292203	133292908	CpG: 79	1.11
chr3	133380458	133380989	CpG: 52	0.84
chr3	133393118	133393657	CpG: 47	0.74
chr3	133464949	133465420	CpG: 45	0.86
chr3	133502561	133502963	CpG: 35	0.7
chr3	133524568	133525199	CpG: 53	0.78
chr3	133613566	133615174	CpG: 119	0.99
chr3	133646094	133646650	CpG: 53	1.09
chr3	133747920	133748266	CpG: 24	0.75
chr3	133748401	133748966	CpG: 69	1.08
chr3	133969033	133970009	CpG: 103	1.12
chr3	134031662	134032591	CpG: 67	0.86
chr3	134080390	134080596	CpG: 20	0.84
chr3	134082860	134083201	CpG: 37	0.83
chr3	134092257	134093741	CpG: 134	0.83
chr3	134125487	134125871	CpG: 42	0.87
chr3	134204520	134205439	CpG: 88	0.86
chr3	134369464	134370242	CpG: 79	0.83
chr3	134514085	134515980	CpG: 172	0.85
chr3	135684570	135685367	CpG: 73	0.98
chr3	135914197	135916090	CpG: 195	0.99
chr3	135969040	135969565	CpG: 60	1.02
chr3	136470433	136471923	CpG: 145	1.15
chr3	136537559	136539204	CpG: 135	0.85
chr3	136580875	136581721	CpG: 88	0.86
chr3	136751341	136751683	CpG: 23	0.85
chr3	137479995	137480197	CpG: 16	0.84
chr3	137480557	137480957	CpG: 31	0.8
chr3	137482964	137484454	CpG: 110	0.7
chr3	137487429	137488021	CpG: 49	0.82
chr3	137489051	137489409	CpG: 26	0.72
chr3	137489594	137491004	CpG: 104	0.82
chr3	137728994	137729206	CpG: 17	0.73
chr3	137833848	137834592	CpG: 78	0.87
chr3	137893410	137893808	CpG: 36	0.91
chr3	137906035	137906861	CpG: 62	0.82
chr3	138048193	138048778	CpG: 56	0.9
chr3	138066795	138067854	CpG: 124	1.01
chr3	138153269	138154621	CpG: 124	0.82
chr3	138170508	138171045	CpG: 42	0.87
chr3	138312980	138313342	CpG: 39	0.88
chr3	138327500	138328185	CpG: 80	0.99
chr3	138553159	138554078	CpG: 104	0.95
chr3	138634445	138634989	CpG: 41	0.67
chr3	138647671	138648094	CpG: 36	0.85
chr3	138654837	138655363	CpG: 48	0.77
chr3	138656627	138659107	CpG: 162	0.7
chr3	138663718	138666346	CpG: 230	1.01
chr3	138668635	138669323	CpG: 67	0.86
chr3	138679244	138679579	CpG: 36	0.88
chr3	138724325	138725446	CpG: 105	0.83
chr3	138738721	138739923	CpG: 113	0.84
chr3	138762689	138764113	CpG: 126	0.82
chr3	139062920	139063146	CpG: 24	1.05
chr3	139108249	139108985	CpG: 58	0.81
chr3	139257712	139257949	CpG: 18	0.86
chr3	139258152	139258731	CpG: 63	0.96
chr3	139396338	139396882	CpG: 54	0.78
chr3	139653430	139655115	CpG: 147	0.73
chr3	140401459	140401986	CpG: 37	0.83
chr3	140660334	140661602	CpG: 119	0.92
chr3	140769886	140771080	CpG: 103	0.94
chr3	140784809	140785481	CpG: 72	0.83
chr3	140813913	140814134	CpG: 17	0.78
chr3	140949911	140950963	CpG: 99	0.87
chr3	140951193	140951451	CpG: 25	0.82
chr3	141030498	141030804	CpG: 29	0.98
chr3	141120983	141121678	CpG: 72	1.02
chr3	141205539	141205744	CpG: 16	0.79
chr3	141205983	141206760	CpG: 86	0.95
chr3	141378718	141379234	CpG: 50	0.81
chr3	141456881	141457591	CpG: 77	0.84
chr3	141497158	141497492	CpG: 27	0.68
chr3	141516055	141516639	CpG: 43	0.73
chr3	141594486	141596288	CpG: 153	1.04
chr3	141867962	141868613	CpG: 75	0.95
chr3	141943946	141944573	CpG: 67	0.89
chr3	142166202	142167026	CpG: 71	0.87
chr3	142297219	142297849	CpG: 56	0.8
chr3	142315171	142315567	CpG: 42	0.94
chr3	142442702	142443978	CpG: 97	0.8
chr3	142607195	142608229	CpG: 103	0.83
chr3	142666198	142666544	CpG: 35	0.8
chr3	142681137	142683268	CpG: 206	1.02
chr3	142720236	142720759	CpG: 47	0.97
chr3	142837885	142840838	CpG: 303	0.96
chr3	143689733	143692279	CpG: 238	0.9
chr3	145878430	145879287	CpG: 97	0.88
chr3	145968334	145969008	CpG: 72	0.91
chr3	146187108	146187710	CpG: 44	0.68
chr3	146262126	146262505	CpG: 36	0.87
chr3	147077115	147077672	CpG: 39	0.85
chr3	147108511	147111703	CpG: 210	0.75
chr3	147113608	147114479	CpG: 71	0.79
chr3	147115764	147116421	CpG: 43	0.71
chr3	147126988	147128999	CpG: 180	1.05
chr3	147130342	147130577	CpG: 23	1.01
chr3	147131066	147131333	CpG: 25	1.16
chr3	147136903	147137328	CpG: 37	0.82
chr3	147138916	147139564	CpG: 59	0.82
chr3	147142181	147142391	CpG: 18	0.71
chr3	148415442	148415932	CpG: 56	0.94
chr3	148709076	148710069	CpG: 115	0.87
chr3	148803904	148804557	CpG: 59	0.89
chr3	148847198	148847968	CpG: 81	0.92
chr3	149374709	149376300	CpG: 124	0.79
chr3	149469909	149470388	CpG: 45	1
chr3	149530293	149531234	CpG: 76	0.79
chr3	149687877	149689537	CpG: 177	1
chr3	149700904	149701152	CpG: 32	1.05
chr3	149768454	149768669	CpG: 23	1.02
chr3	150125972	150128689	CpG: 251	0.86
chr3	150263609	150264607	CpG: 123	1.05
chr3	150321002	150321791	CpG: 71	0.88
chr3	150329457	150329728	CpG: 28	0.8
chr3	150421183	150421879	CpG: 53	1.09
chr3	150479734	150481888	CpG: 193	0.92
chr3	150496798	150497432	CpG: 48	0.64
chr3	150802996	150805168	CpG: 227	0.83
chr3	151178623	151178984	CpG: 28	0.86
chr3	151986327	151987325	CpG: 101	0.92
chr3	152552602	152553712	CpG: 120	0.9
chr3	152878268	152881086	CpG: 235	0.87
chr3	153838787	153840380	CpG: 132	0.89
chr3	154042004	154042376	CpG: 33	0.84
chr3	154146347	154146965	CpG: 49	0.8
chr3	154797398	154797988	CpG: 60	0.79
chr3	155027498	155027703	CpG: 21	0.82
chr3	155461917	155462561	CpG: 56	0.82
chr3	155523740	155524174	CpG: 53	0.91
chr3	155572358	155572604	CpG: 20	1.1
chr3	155588009	155589602	CpG: 167	0.83
chr3	156008991	156009320	CpG: 29	0.81
chr3	156272636	156273099	CpG: 49	0.91
chr3	156391811	156393607	CpG: 191	0.99
chr3	156533839	156535131	CpG: 129	0.98
chr3	156543891	156544405	CpG: 56	0.91
chr3	156806688	156807069	CpG: 41	0.84
chr3	156837983	156838351	CpG: 37	0.85
chr3	156877175	156878364	CpG: 109	1.04
chr3	156892554	156893036	CpG: 52	1.06
chr3	157155267	157155826	CpG: 67	0.96
chr3	157260666	157261224	CpG: 41	0.71
chr3	157812053	157812764	CpG: 63	0.79
chr3	157815581	157816095	CpG: 53	0.97
chr3	157821232	157821604	CpG: 34	0.9
chr3	157822973	157823836	CpG: 71	0.95
chr3	157827760	157828197	CpG: 44	0.96
chr3	158288800	158289271	CpG: 44	1.04
chr3	158362180	158362478	CpG: 30	1.04
chr3	158449795	158450597	CpG: 98	0.89
chr3	158519509	158520329	CpG: 70	0.83
chr3	159480946	159483023	CpG: 176	0.81
chr3	159706490	159707011	CpG: 52	0.85
chr3	159756632	159756997	CpG: 35	0.79
chr3	159942916	159944431	CpG: 151	1.05
chr3	160117012	160118878	CpG: 159	0.98
chr3	160167184	160168200	CpG: 85	0.78
chr3	160282505	160283874	CpG: 136	0.98
chr3	160472310	160474487	CpG: 178	0.92
chr3	160822494	160823260	CpG: 91	0.91
chr3	160879499	160879722	CpG: 19	0.76
chr3	160938961	160939494	CpG: 62	0.94
chr3	161089626	161090649	CpG: 77	0.74
chr3	163722050	163722295	CpG: 20	0.72
chr3	167097927	167098198	CpG: 23	0.82
chr3	167452376	167452830	CpG: 37	0.83
chr3	167812829	167814102	CpG: 116	0.85
chr3	167967246	167968130	CpG: 98	0.83
chr3	168864030	168864449	CpG: 39	0.99
chr3	168867211	168867413	CpG: 24	1.02
chr3	169379437	169381056	CpG: 144	0.78
chr3	169386268	169387187	CpG: 80	0.9
chr3	169482338	169483052	CpG: 75	0.97
chr3	169487145	169487522	CpG: 41	0.88
chr3	169490834	169491206	CpG: 36	0.8
chr3	169529875	169530435	CpG: 58	0.81
chr3	169684394	169685006	CpG: 57	0.88
chr3	169755594	169756847	CpG: 106	0.84
chr3	169898946	169899626	CpG: 58	0.78
chr3	169940157	169940778	CpG: 64	0.81
chr3	170074786	170076070	CpG: 139	1.02
chr3	170136242	170137886	CpG: 132	0.85
chr3	170303044	170303249	CpG: 21	0.91
chr3	170303532	170303768	CpG: 24	0.77
chr3	170371811	170372083	CpG: 21	0.85
chr3	170587936	170588270	CpG: 37	1.15
chr3	170625831	170626841	CpG: 84	0.81
chr3	170746072	170746292	CpG: 20	1.06
chr3	171177829	171178964	CpG: 89	0.8
chr3	171527617	171528458	CpG: 87	0.8
chr3	171757493	171758724	CpG: 140	0.83
chr3	172165372	172166738	CpG: 107	0.84
chr3	172167526	172167866	CpG: 26	0.86
chr3	172428416	172428950	CpG: 39	0.83
chr3	172468372	172468845	CpG: 41	0.91
chr3	173113270	173113681	CpG: 49	0.99
chr3	173115404	173115775	CpG: 49	0.97
chr3	174094995	174095258	CpG: 28	0.94
chr3	174158595	174159348	CpG: 77	1.3
chr3	176915511	176915854	CpG: 37	1.2
chr3	178789305	178789827	CpG: 56	1.03
chr3	178866068	178866908	CpG: 79	1.08
chr3	178978948	178979364	CpG: 56	1.07
chr3	179040466	179041632	CpG: 131	0.92
chr3	179065560	179065979	CpG: 48	0.97
chr3	179168735	179169593	CpG: 122	1.05
chr3	179280362	179281463	CpG: 85	0.82
chr3	179322346	179322788	CpG: 34	0.88
chr3	179370442	179371549	CpG: 98	1.05
chr3	179754520	179755245	CpG: 79	1.15
chr3	180319823	180320393	CpG: 55	0.9
chr3	180397104	180397877	CpG: 54	0.82
chr3	180546166	180546916	CpG: 54	0.63
chr3	180630152	180630996	CpG: 62	0.82
chr3	180707266	180707627	CpG: 30	0.82
chr3	181413014	181414022	CpG: 100	0.95
chr3	181430141	181431076	CpG: 90	0.88
chr3	181437184	181437478	CpG: 33	0.9
chr3	181444409	181445000	CpG: 47	1.01
chr3	182400078	182400840	CpG: 62	0.91
chr3	182510866	182512282	CpG: 117	1.08
chr3	182697749	182698731	CpG: 99	0.98
chr3	182782174	182782576	CpG: 40	0.78
chr3	182816771	182817455	CpG: 60	0.82
chr3	182880277	182880722	CpG: 53	0.91
chr3	182896920	182897381	CpG: 49	0.83
chr3	182971429	182972635	CpG: 141	0.96
chr3	183145427	183146790	CpG: 126	0.81
chr3	183165238	183165667	CpG: 40	0.93
chr3	183209667	183209943	CpG: 28	0.89
chr3	183353234	183354816	CpG: 141	0.88
chr3	183415602	183416069	CpG: 56	0.95
chr3	183542496	183543804	CpG: 113	1
chr3	183602432	183602874	CpG: 44	0.82
chr3	183735183	183736103	CpG: 73	0.79
chr3	183852778	183853386	CpG: 55	0.89
chr3	183872925	183873712	CpG: 65	1.27
chr3	183887815	183888478	CpG: 57	0.67
chr3	183892455	183893184	CpG: 55	0.84
chr3	183903386	183904495	CpG: 92	0.79
chr3	183947040	183948801	CpG: 192	0.87
chr3	183959061	183959747	CpG: 54	0.62
chr3	183967304	183967801	CpG: 45	0.86
chr3	183977548	183980633	CpG: 235	0.94
